ProductID,ProductName,ProductBrand,Gender,Price (INR),Description,PrimaryColor,Product Category,Product Category Description,rating,stock,SKU,joinedat,discount,properties
10205703,Oxolloxo Women Purple A-Line Dress,Oxolloxo,Women,579,"Purple printed woven A-line %S, has  shoulder straps, three-quarter sleeves, and straight hem", Purple,Dress,Other,4.0,24,Dre002,"01/13/2022, 02:52:51",29.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10017699,Parx Men Red & Navy Blue Slim Fit Checked Casual Shirt,Parx,Men,779,"Red and navy blue checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",Blue,Shirt,Shirt,3.2,76,Shi001,"01/13/2022, 02:52:51",38.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10258249,Indo Era Women Maroon & Beige Printed Anghrakha Kurta with Palazzos & Dupatta,Indo Era,Women,1259,"Maroon and beige printed Anghrakha kurta with palazzosMaroon and beige printed A-line calf length Anghrakha kurta with panelled and butto detail, has a V-neck, short sleeves, flared hemBeige and maroon printed palazzos, has a partially elasticated waistband with slip-on closureBeige and maroon printed dupatta", Beige,Kurta,Kurta,3.5,15,Kur001,"01/13/2022, 02:52:51",29.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10052153,Titan Women Grey Analogue Watch 2570SM07,Titan,Women,3196,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round stainless steel dialFeatures: Reset Time, Date ApertureStrap style: Silver-Toned bracelet style, stainless steel strap with a foldover closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Titan case", Grey,Watch,Bra,4.6,63,Wat002,"01/13/2022, 02:52:51",11.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10001909,GAS Men Maroon & Navy Blue Slim Fit Printed Casual Shirt,GAS,Men,3990,"Maroon and navy blue printed casual shirt, has a spread collar, long sleeves, button placket, and curved hem",Blue,Shirt,Shirt,4.6,89,Shi002,"01/13/2022, 02:52:51",44.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10237907,Style Quotient Women Olive Green Solid Top,Style Quotient,Women,644,"Olive green solid woven regular top with lace insert detail, has a boat neck, and three-quarter bell sleeves", Green,Top,Top,1.5,58,Top001,"01/13/2022, 02:52:51",48.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10237965,Natilene Girls Blue & White Striped Top,Natilene,Girls,659,"Blue and White striped woven regular top, has a round neck, three-quarter sleeves with ruffles and tasselled detailing, button closure",Blue,Top,Top,3.9,97,Top002,"01/13/2022, 02:52:51",23.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10233283,AND Women Green Striped A-Line Dress,AND,Women,979,"Green solid woven A-line dress, has a shirt collar, three-quarter sleeves, and asymmetric hemComes with a fabric belt", Green,Dress,Belt,3.5,97,Dre003,"01/13/2022, 02:52:51",30.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10003209,Palm Tree Boys Off-White & Grey Printed Polo Collar T-shirt,Palm Tree,Boys,419,"Off-white and Grey printed T-shirt, has a polo collar, and short sleeves", White,T-shirt,T-shirt,4.0,69,T-s002,"01/13/2022, 02:52:51",5.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10018193,Puma Men Black Sneakers,Puma,Men,1999,"A pair of round-toe black sneakers, has regular styling, lace-up detailTextile upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer", Black,Sneaker,Sneaker,1.8,58,Sne002,"01/13/2022, 02:52:51",3.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10064461,Roadster Men Blue Slim Tapered Fit Mid-Rise Clean Look Stretchable Jeans,Roadster,Men,1299,"Blue light wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Blue,Jean,Jean,1.1,49,Jea001,"01/13/2022, 02:52:51",36.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10019793,Carlton London Women Off-White & Mustard Yellow Striped A-Line Dress,Carlton London,Women,850,"Off-White and mustard yellow striped woven A-line dress, has a V-neck, short sleeves, an attached lining, straight hem, two pockets", Yellow,Dress,Dress,4.6,14,Dre004,"01/13/2022, 02:52:51",23.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10032073,DressBerry Women Cream-Coloured Solid Sweatshirt,DressBerry,Women,699,"Cream-coloured solid sweatshirt with printed detailing, has a round neck, long sleeves, straight hem", Red,Sweatshirt,Sweatshirt,3.0,87,Swe003,"01/13/2022, 02:52:51",41.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10187051,WROGN Men Burgundy Self Design Slim Fit Biker Jacket,WROGN,Men,2999,"Burgundy self-design biker jacket, has a mock collar, 4 pockets and 1 inner pocket, zip closure, long sleeves, straight hem, and polyester lining", Burgundy,Jacket,Jacket,1.8,1,Jac001,"01/13/2022, 02:52:51",1.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10040091,Soie Off-White Solid Non-Wired Lightly Padded Everyday Bra CB-126IVORY,Soie,Women,940,Off-White solid full-coverage Everyday bra Lightly Padded and Non-Wired seamless cups Regular straps and back closure Back style: Regular Feature: All Day Comfort, Red,Bra,Bra,1.6,87,Bra001,"01/13/2022, 02:52:51",4.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10015151,Urban Dog Men Charcoal Black Printed Regular Fit Sports Shorts,Urban Dog,Men,399,"Charcoal balack printed mid-rise sports shorts, has two pockets, a drawstring closure", Black,Shorts,Shorts,4.2,27,Sho001,"01/13/2022, 02:52:51",0.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10247363,Flying Machine Boys Colourblocked Polo Collar T-shirt,Flying Machine,Boys,399,"Blue colourblocked T-shirt, has a polo collar, and short sleeves",,T-shirt,T-shirt,1.3,55,T-s003,"01/13/2022, 02:52:51",12.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10030305,Next Look Men Blue & White Regular Fit Printed Casual Shirt,Next Look,Men,699,"Blue and White printed casual shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket",Blue,Shirt,Shirt,1.5,53,Shi003,"01/13/2022, 02:52:51",29.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10064543,Roadster Men Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Roadster,Men,594,"Blue medium wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Blue,Jean,Jean,1.5,19,Jea002,"01/13/2022, 02:52:51",37.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10173305,DENNISON Men Black Solid Leather Belt,DENNISON,Men,1299,Black solid leather beltReversible: NoStretchable: NoSecured with a tang closure, Black,Belt,Belt,3.3,66,Bel001,"01/13/2022, 02:52:51",47.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10052687,Fastrack Women Black Analogue Watch 68009PP09,Fastrack,Women,1596,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round plastic dialFeatures: Reset TimeStrap style: Black regular, silicon strap with a tang closureWater resistance: 30 mWarranty: 2 yearsWarranty provided by brand/manufacturerComes in a Fastrack case", Black,Watch,Bra,1.5,4,Wat003,"01/13/2022, 02:52:51",39.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10030051,Next Look Men Blue Regular Fit Checked Formal Shirt,Next Look,Men,699,"Blue checked casual shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket",Blue,Shirt,Shirt,4.2,87,Shi004,"01/13/2022, 02:52:51",40.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10021135,MBE Women Black Yoke Design A-Line Kurta,MBE,Women,774,"Black yoke design A-line kurta, has a mandarin collar, short sleeves, flared hem", Black,Kurta,Kurta,2.4,55,Kur002,"01/13/2022, 02:52:51",37.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10138739,Indian Terrain Boys Red Regular Fit Solid Casual Shirt,Indian Terrain,Boys,449,"Red solid casual shirt, has a spread collar, long sleeves, button placket, and curved hem", Red,Shirt,Shirt,1.4,76,Shi005,"01/13/2022, 02:52:51",14.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10255377,Pepe Jeans Boys Red Printed Sweater,Pepe Jeans,Boys,999,"Red printed sweater, has a round neck, long sleeves, and ribbed hem", Red,Jean,Sweater,2.4,35,Jea003,"01/13/2022, 02:52:51",42.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10072509,Femmora Women Pink Printed Night Suit 125201,Femmora,Women,999,"Pink printed t-shirt has a round neck, short sleevesA pair of pink printed pyjamas, has an elasticated waistband", Pink,Suit,T-shirt,4.5,2,Sui001,"01/13/2022, 02:52:51",42.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10030203,Next Look Men Blue Slim Fit Printed Formal Shirt,Next Look,Men,649,"Blue printed formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket",Blue,Shirt,Shirt,3.4,10,Shi006,"01/13/2022, 02:52:51",22.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10018313,Parx Men Blue Slim Fit Printed Casual Shirt,Parx,Men,612,"Blue printed casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",Blue,Shirt,Shirt,1.2,3,Shi007,"01/13/2022, 02:52:51",41.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10032831,HERE&NOW Men Black & Olive Green Camouflage Printed Bomber Jacket,HERE&NOW,Men,1719,"Black and olive green camouflage printed bomber jacket, has a mandarin collar, 2 pockets, zip closure, long sleeves, straight hem, and polyester lining", Green,Jacket,Jacket,1.6,58,Jac002,"01/13/2022, 02:52:51",29.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10205701,Oxolloxo Women Blue Regular Fit Printed Casual Shirt,Oxolloxo,Women,579,"Blue printed casual shirt, has a spread collar, long sleeves, button placket, high-low hem, and 1 patch pocket",Blue,Shirt,Shirt,1.4,15,Shi008,"01/13/2022, 02:52:51",45.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10268173,Calvin Klein Jeans Men White Solid Polo Collar T-shirt,Calvin Klein Jeans,Men,2999,"White solid T-shirt, has a contrast polo collar, and contrast short sleeves", White,Jean,T-shirt,3.5,56,Jea004,"01/13/2022, 02:52:51",36.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10065539,Louis Philippe Men White Classic Regular Fit Striped Formal Shirt,Louis Philippe,Men,2081,"White striped formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket", White,Shirt,Shirt,1.5,67,Shi009,"01/13/2022, 02:52:51",23.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10177079,BERING Women Black Analogue Watch 14531-362,BERING,Women,19940,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round stainless steel dialFeatures: Reset TimeStrap style: Rose Gold-Toned regular, stainless steel strap with a button closureWater resistance: 50 mWarranty: 3 yearsWarranty provided by brand/manufacturer Comes in a signature BERING case", Black,Watch,Bra,2.9,64,Wat004,"01/13/2022, 02:52:51",14.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10213489,Kraft Cellar Women Brown Textured Flatforms,Kraft Cellar,Women,1149,"A pair of brown open toe Flatforms, has mid-top styling, open back detailSynthetic Patent upperCushioned footbedTextured and patterned outsole, has a comfort heel", Red,Flat,Flat,1.6,74,Fla001,"01/13/2022, 02:52:51",12.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
1005107,Arrow Sport Mustard Yellow Sleeveless Sweater,Arrow Sport,Men,799,"Mustard yellow patterned knit sweater, has a V-neck, sleeveless, a ribbed hemline", Yellow,Sweater,Sweater,1.5,9,Swe001,"01/13/2022, 02:52:51",33.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10263399,Pepe Jeans Men Navy Blue & Yellow Colourblocked Sweatshirt,Pepe Jeans,Men,1679,"Navy Blue and yellow colourblocked sweatshirt, has a mock collar, two pockets, long sleeves with print detail, zip closure, straight hem Design Details-PEPE JEANS MENS FULL ZIP THROUGH HIGH NECK SWEAT SHIRT.COLOUR BLOCKED.BRANDED TAPE DETAIL AT SHOULDER.REGULAR FIT.LONG SLEEVES.SOFT WASHED.",Blue,Sweatshirt,Sweatshirt,2.1,81,Swe004,"01/13/2022, 02:52:51",21.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10264511,Saadgi Women Red & White Handloom Chikankari Embroidered Straight Kurta,Saadgi,Women,1470,"Maroon and White handloom chikankari embroideredstraight kurta, has a round neck, three-quarter sleeves, straight hem, and side slits", Red,Kurta,Kurta,4.0,20,Kur003,"01/13/2022, 02:52:51",0.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10255431,Pepe Jeans Boys Olive Green Self-Design Sweater,Pepe Jeans,Boys,899,"Olive Green self design sweater, has a round neck, long sleeves, and straight hem", Green,Jean,Sweater,4.0,48,Jea005,"01/13/2022, 02:52:51",19.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10170161,Ginger by Lifestyle Women Teal Regular Fit Solid Cigarette Trousers,Ginger by Lifestyle,Women,1299,Teal solid mid-rise trousers and zip closure,,Trousers,Trousers,4.9,40,Tro002,"01/13/2022, 02:52:51",30.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10138045,Libas Women Blue Self-Striped Asymmetric Hemline A-Line Kurta,Libas,Women,679,"Blue self-striped A-line kurta, has a shirt collar, short sleeves, asymmetric hem, and front slit, concealed hook closures, one pocket",Blue,Kurta,Shirt,4.9,11,Kur004,"01/13/2022, 02:52:51",28.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10000593,Parx Men Cream-Coloured Tapered Fit Solid Regular Trousers,Parx,Men,959,"Cream-Coloured solid mid-rise regular trousers, has a button closure, four pockets", Red,Trousers,Trousers,1.4,79,Tro003,"01/13/2022, 02:52:51",48.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10031101,DressBerry Women Black & Green woven Design Open Front Shrug,DressBerry,Women,1299,"Black and green woven design open front regular shrug, has long sleeves, asymmetric hem", Green,Dress,Other,2.4,96,Dre005,"01/13/2022, 02:52:51",38.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10054445,Veni Vidi Vici Women Olive Green Solid Fitted Crop Top,Veni Vidi Vici,Women,468,"Olive green solid knitted fitted crop top with tie-ups detail, has shoulder straps, and sleeveless", Green,Top,Top,2.3,93,Top003,"01/13/2022, 02:52:51",21.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10255069,DEYANN Men Grey & White Printed Kurta with Churidar,DEYANN,Men,1377,"Grey and white printed kurta with churidarGrey straight knee length kurta, has a mandarin collar, three-quarter sleeves, straight hemWhite solid churidar, drawstring closure", White,Churidar,Churidar,3.9,2,Chu001,"01/13/2022, 02:52:51",16.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10246499,Zivame Blue Printed Underwired Lightly Padded T-shirt Bra ZI1812FASHASRTD,Zivame,Women,499,Blue printed half-coverage T-shirt bra Lightly Padded and Underwired seamless cups Regular straps and back closure Back style: Regular Feature: All Day Comfort,Blue,T-shirt,T-shirt,3.4,31,T-s004,"01/13/2022, 02:52:51",5.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10187309,WROGN Men Grey Slim Fit Mid-Rise Clean Look Stretchable Jeans,WROGN,Men,1999,"Grey light wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops", Grey,Jean,Jean,1.3,71,Jea006,"01/13/2022, 02:52:51",10.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10068583,ZHEIA Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,ZHEIA,Women,839,"Blue dark wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops",Blue,Jean,Jean,1.6,47,Jea007,"01/13/2022, 02:52:51",14.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10256507,Pepe Jeans Boys Navy Blue & White Regular Fit Printed Casual Shirt,Pepe Jeans,Boys,699,"Navy Blue and White printed casual shirt, has a spread collar, long sleeves, button placket, and curved hem",Blue,Jean,Shirt,4.2,18,Jea008,"01/13/2022, 02:52:51",9.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10238985,Gini and Jony Boys Black Printed Round Neck T-shirt,Gini and Jony,Boys,699,"Black printed T-shirt, has a round neck, and short sleeves", Black,T-shirt,T-shirt,2.5,17,T-s005,"01/13/2022, 02:52:51",34.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10217131,Parx Men Grey Solid Urban Fit Single-Breasted Formal Suit,Parx,Men,4049,"Grey solid single-breasted formal suitGrey solid blazer, has a notched lapel, single-breasted with double button closure, long sleeves, three pockets, and a double vented back hemComes with a lapel pinGrey solid mid-rise trousers, has a zip fly with a button and a hook-and-bar closure, four pockets, a waistband with belt loops", Grey,Suit,Trousers,3.3,85,Sui002,"01/13/2022, 02:52:51",31.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10205441,GAP Men's Skinny Jeans with GapFlex,GAP,Men,1399,"When you want a skinny jean, this is THE ONE. Enough said. Cut to fit and feel great. Up for whatever you've got going on. This is authentic denim. Made to last. Made so you can be you. And we've been at it for almost 50 years.Made with GapFlex stretch technology for extra flexibility and total comfort.In a perfect year-round 11 oz. Better planet. This pair of denim is part of our water-saving Washwell program. Compared to conventional wash methods, Washwell has saved millions of liters of water since 2016.Denim.Black wash.Classic five-pocket styling.Button closure, zip fly.Better denim.",,Jean,Jean,3.0,32,Jea009,"01/13/2022, 02:52:51",27.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10156021,Indian Terrain Men Navy Blue & Red Slim Fit Checked Smart Casual Shirt,Indian Terrain,Men,899,"Navy Blue and Red checked smart casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",Blue,Shirt,Shirt,3.8,29,Shi010,"01/13/2022, 02:52:51",22.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10164333,HERE&NOW Women Mustard Yellow Yoke Design Straight Kurta,HERE&NOW,Women,539,"Mustard yellow yoke design straight kurta with tassels, has a round neck, three-quarter sleeves, straight hem, and side slits", Yellow,Kurta,Kurta,2.2,68,Kur005,"01/13/2022, 02:52:51",38.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10194125,Madame Women Maroon Ruffle Detail Printed Top,Madame,Women,524,"Maroon and grey printed knitted regular top with ruffle detail, has a round neck, and long sleeves", Maroon,Top,Top,1.5,14,Top004,"01/13/2022, 02:52:51",17.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10086119,Levis Men Olive Green & Brown Printed Water Resistant Sporty Jacket,Levis,Men,2999,"Olive Green and Brown printed jacket, has a spread collar, 3 pockets, zip closure, long sleeves, straight hem, and polyester lining", Green,Jacket,Jacket,2.8,33,Jac003,"01/13/2022, 02:52:51",26.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10208753,Van Heusen Woman Brown Solid Block Heels,Van Heusen Woman,Women,1299,"A pair of brown open toe block heels, has regular styling, backstrap detailSynthetic upperCushioned footbedTextured and patterned outsole, has a block heel", Brown,Heels,Heels,4.3,49,Hee002,"01/13/2022, 02:52:51",2.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10256857,Pepe Jeans Boys Blue Slim Fit Mid-Rise Low Distress Stretchable Jeans,Pepe Jeans,Boys,849,"Blue medium wash 5-pocket mid-rise jeans, low distress, heavy fade, has a button and zip closure, and waistband with belt loops",Blue,Jean,Jean,2.4,9,Jea010,"01/13/2022, 02:52:51",8.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
10073171,UCLA Men Brown & Navy Blue Slim Fit Checked Casual Shirt,UCLA,Men,749,"Brown and Navy Blue checked casual shirt, has a slim collar, long sleeves, button placket, curved hem, and 1 patch pocket",Blue,Shirt,Shirt,3.5,80,Shi011,"01/13/2022, 02:52:51",20.0,"{'size': {'value': ['SM', 'L']}, 'color': {'value': ['white', 'blue']}, 'material': {'value': 'cotton'}}"
